year,key_team,win,loss,runs_for,runs_against
1934,CHN,86,65,705,639
1934,CIN,52,99,590,801
1934,CLE,85,69,814,763
1934,DET,101,53,958,708
1934,NY1,93,60,760,583
1934,NYA,94,60,842,669
1934,PHA,68,82,764,838
1934,PHI,56,93,675,794
1934,PIT,74,76,735,713
1934,SLA,67,85,674,800
1934,SLN,95,58,799,656
1934,WS1,66,86,729,806
1935,BOS,78,75,718,732
1935,BRO,70,83,711,767
1935,BSN,38,115,575,852
1935,CHA,74,78,738,750
1935,CHN,100,54,847,597
1935,CIN,68,85,646,772
1935,CLE,82,71,776,739
1935,DET,93,58,919,665
1935,NY1,91,62,770,675
1935,NYA,89,60,818,632
1935,PHA,58,91,710,869
1935,PHI,64,89,685,871
1935,PIT,86,67,743,647
1935,SLA,65,87,718,930
1935,SLN,96,58,829,625
1935,WS1,67,86,823,903
1936,BOS,74,80,775,764
1936,BRO,67,87,662,752
1936,BSN,71,83,631,715
1936,CHA,81,70,920,873
1936,CHN,87,67,755,603
1936,CIN,74,80,722,760
1936,CLE,80,74,921,862
1936,DET,83,71,921,871
1936,NY1,92,62,742,621
1936,NYA,102,51,1065,731
1936,PHA,53,100,714,1045
1936,PHI,54,100,726,874
1936,PIT,84,70,804,718
1936,SLA,57,95,804,1064
1936,SLN,87,67,795,794
1936,WS1,82,71,889,799
1937,BOS,80,72,821,775
1937,BRO,62,91,616,772
1937,BSN,79,73,579,556
1937,CHA,86,68,780,730
1937,CHN,93,61,811,682
1937,CIN,56,98,612,706
1937,CLE,83,72,817,768
1937,DET,89,65,935,841
1937,NY1,95,57,732,602
1937,NYA,103,52,979,671
1937,PHA,54,97,699,854
1937,PHI,61,91,724,869
1937,PIT,86,68,704,647
1937,SLA,46,108,715,1023
1937,SLN,80,73,789,733
1937,WS1,73,80,757,841
1938,BOS,88,61,902,751
1938,BRO,69,80,704,710
1938,BSN,77,75,561,618
1938,CHA,65,83,709,752
1938,CHN,89,63,713,597
1938,CIN,82,68,723,634
1938,CLE,86,66,847,782
1938,DET,84,70,862,795
1938,NY1,83,67,705,637
1938,NYA,99,53,966,710
1938,PHA,53,99,726,956
1938,PHI,45,105,550,840
1938,PIT,86,64,707,630
1938,SLA,55,97,755,962
1938,SLN,71,80,725,722
1938,WS1,75,76,814,873
1939,BOS,89,62,890,795
1939,BRO,84,69,708,645
1939,BSN,63,88,572,659
1939,CHA,86,69,755,737
1939,CHN,84,70,724,678
1939,CIN,97,57,767,595
1939,CLE,87,67,797,700
1939,DET,81,73,849,762
1939,NY1,77,74,703,685
1939,NYA,106,45,967,556
1939,PHA,55,97,711,1022
1939,PHI,45,106,553,856
1939,PIT,68,85,666,721
1939,SLA,43,111,733,1035
1939,SLN,92,61,779,633
1939,WS1,65,88,702,797
1940,BOS,82,72,872,825
1940,BRO,88,65,697,621
1940,BSN,65,87,623,745
1940,CHA,83,72,735,672
1940,CHN,75,79,681,636
1940,CIN,100,53,707,528
1940,CLE,89,65,710,637
1940,DET,90,64,888,717
1940,NY1,72,80,663,659
1940,NYA,88,67,817,671
1940,PHA,54,100,703,932
1940,PHI,50,103,494,750
1940,PIT,78,76,809,783
1940,SLA,67,87,757,882
1940,SLN,84,69,747,699
1940,WS1,64,90,665,811
1941,BOS,83,71,865,750
1941,BRO,100,54,800,581
1941,BSN,62,92,592,720
1941,CHA,77,77,638,649
1941,CHN,70,84,666,670
1941,CIN,88,66,616,564
1941,CLE,75,79,677,668
1941,DET,75,79,686,743
1941,NY1,74,79,667,706
1941,NYA,101,53,830,631
1941,PHA,64,90,713,840
1941,PHI,43,111,501,793
1941,PIT,81,73,690,643
1941,SLA,70,84,765,823
1941,SLN,97,56,734,589
1941,WS1,71,83,728,798
1942,BOS,93,59,761,594
1942,BRO,104,50,742,512
1942,BSN,58,90,515,645
1942,CHA,66,82,538,609
1942,CHN,68,86,591,665
1942,CIN,76,76,527,545
1942,CLE,75,79,590,659
1942,DET,73,81,589,587
1942,NY1,86,66,675,600
1942,NYA,103,51,801,507
1942,PHA,55,99,549,801
1942,PHI,42,109,394,706
1942,PIT,66,81,585,631
1942,SLA,82,69,730,637
1942,SLN,106,48,755,480
1942,WS1,62,89,653,817
1943,BOS,68,84,563,607
1943,BRO,81,72,716,675
1943,BSN,68,85,465,612
1943,CHA,82,72,573,594
1943,CHN,74,79,632,599
1943,CIN,87,67,608,543
1943,CLE,82,71,600,577
1943,DET,78,76,632,560
1943,NY1,55,98,558,713
1943,NYA,98,56,669,542
1943,PHA,49,105,497,717
1943,PHI,64,90,571,676
1943,PIT,80,74,669,605
1943,SLA,72,80,596,604
1943,SLN,105,49,679,475
1943,WS1,84,69,666,595
1944,BOS,77,77,739,676
1944,BRO,63,91,690,832
1944,BSN,65,89,593,674
1944,CHA,71,83,543,662
1944,CHN,75,79,702,669
1944,CIN,89,65,573,537
1944,CLE,72,82,643,677
1944,DET,88,66,658,581
1944,NY1,67,87,682,773
1944,NYA,83,71,674,617
1944,PHA,72,82,525,594
1944,PHI,61,92,539,658
1944,PIT,90,63,744,662
1944,SLA,89,65,684,587
1944,SLN,105,49,772,490
1944,WS1,64,90,592,664
1945,BOS,71,83,599,674
1945,BRO,87,67,795,724
1945,BSN,67,85,721,728
1945,CHA,71,78,596,633
1945,CHN,98,56,735,532
1945,CIN,61,93,536,694
1945,CLE,73,72,557,548
1945,DET,88,65,633,565
1945,NY1,78,74,668,701
1945,NYA,81,71,676,606
1945,PHA,52,98,494,638
1945,PHI,46,108,548,865
1945,PIT,82,72,753,686
1945,SLA,81,70,597,548
1945,SLN,95,59,756,582
1945,WS1,87,67,622,562
1946,BOS,104,50,792,594
1946,BRO,96,60,701,570
1946,BSN,81,72,630,592
1946,CHA,74,80,562,595
1946,CHN,82,71,626,581
1946,CIN,67,87,523,570
1946,CLE,68,86,537,638
1946,DET,92,62,704,567
1946,NY1,61,93,612,685
1946,NYA,87,67,684,547
1946,PHA,49,105,529,680
1946,PHI,69,85,560,705
1946,PIT,63,91,552,668
1946,SLA,66,88,621,710
1946,SLN,98,58,712,545
1946,WS1,76,78,608,706
1947,BOS,83,71,720,669
1947,BRO,94,60,774,667
1947,BSN,86,68,701,626
1947,CHA,70,84,553,661
1947,CHN,69,85,569,722
1947,CIN,73,81,681,755
1947,CLE,80,74,687,588
1947,DET,85,69,714,642
1947,NY1,81,73,830,761
1947,NYA,97,57,794,568
1947,PHA,78,76,633,614
1947,PHI,62,92,589,687
1947,PIT,62,92,745,817
1947,SLA,59,95,564,744
1947,SLN,89,65,780,634
1947,WS1,64,90,496,675
1948,BOS,96,59,907,720
1948,BRO,84,70,744,669
1948,BSN,91,62,739,584
1948,CHA,51,101,559,814
1948,CHN,64,90,597,705
1948,CIN,64,89,588,751
1948,CLE,97,58,840,568
1948,DET,78,76,700,726
1948,NY1,78,76,780,703
1948,NYA,94,60,857,633
1948,PHA,84,70,729,735
1948,PHI,66,88,591,728
1948,PIT,83,71,706,701
1948,SLA,59,94,671,849
1948,SLN,85,69,742,646
1948,WS1,56,97,578,796
1949,BOS,96,58,896,667
1949,BRO,97,57,879,651
1949,BSN,75,79,706,719
1949,CHA,63,91,648,737
1949,CHN,61,93,593,773
1949,CIN,62,92,627,770
1949,CLE,89,65,675,574
1949,DET,87,67,751,655
1949,NY1,73,81,736,693
1949,NYA,97,57,829,637
1949,PHA,81,73,726,725
1949,PHI,81,73,662,668
1949,PIT,71,83,681,760
1949,SLA,53,101,667,913
1949,SLN,96,58,766,616
1949,WS1,50,104,584,868
1950,BOS,94,60,1027,804
1950,BRO,89,65,847,724
1950,BSN,83,71,785,736
1950,CHA,60,94,625,749
1950,CHN,64,89,643,772
1950,CIN,66,87,654,734
1950,CLE,92,62,806,654
1950,DET,95,59,837,713
1950,NY1,86,68,735,643
1950,NYA,98,56,914,691
1950,PHA,52,102,670,913
1950,PHI,91,63,722,624
1950,PIT,57,96,681,857
1950,SLA,58,96,684,916
1950,SLN,78,75,693,670
1950,WS1,67,87,690,813
1951,BOS,87,67,804,725
1951,BRO,97,60,855,672
1951,BSN,76,78,723,662
1951,CHA,81,73,714,644
1951,CHN,62,92,614,750
1951,CIN,68,86,559,667
1951,CLE,93,61,696,594
1951,DET,73,81,685,741
1951,NY1,98,59,781,641
1951,NYA,98,56,798,621
1951,PHA,70,84,736,745
1951,PHI,73,81,648,644
1951,PIT,64,90,689,845
1951,SLA,52,102,611,882
1951,SLN,81,73,683,671
1951,WS1,62,92,672,764
1952,BOS,76,78,668,658
1952,BRO,96,57,775,603
1952,BSN,64,89,569,651
1952,CHA,81,73,610,568
1952,CHN,77,77,628,631
1952,CIN,69,85,615,659
1952,CLE,93,61,763,606
1952,DET,50,104,557,738
1952,NY1,92,62,722,639
1952,NYA,95,59,727,557
1952,PHA,79,75,664,723
1952,PHI,87,67,657,552
1952,PIT,42,112,515,793
1952,SLA,64,90,604,733
1952,SLN,88,66,677,630
1952,WS1,78,76,598,608
1953,BOS,84,69,656,632
1953,BRO,105,49,955,689
1953,CHA,89,65,716,592
1953,CHN,65,89,633,835
1953,CIN,68,86,714,788
1953,CLE,92,62,770,627
1953,DET,60,94,695,923
1953,MLN,92,62,738,589
1953,NY1,70,84,768,747
1953,NYA,99,52,801,547
1953,PHA,59,95,632,799
1953,PHI,83,71,716,666
1953,PIT,50,104,622,887
1953,SLA,54,100,555,778
1953,SLN,83,71,768,713
1953,WS1,76,76,687,614
1954,BAL,54,100,483,668
1954,BOS,69,85,700,728
1954,BRO,92,62,778,740
1954,CHA,94,60,711,521
1954,CHN,64,90,700,766
1954,CIN,74,80,729,763
1954,CLE,111,43,746,504
1954,DET,68,86,584,664
1954,MLN,89,65,670,556
1954,NY1,97,57,732,550
1954,NYA,103,51,805,563
1954,PHA,51,103,542,875
1954,PHI,74,79,659,614
1954,PIT,53,101,557,845
1954,SLN,72,81,799,790
1954,WS1,66,88,632,680
1955,BAL,57,97,540,754
1955,BOS,84,70,755,652
1955,BRO,98,55,857,650
1955,CHA,91,63,725,557
1955,CHN,72,81,626,713
1955,CIN,75,79,761,684
1955,CLE,93,61,698,601
1955,DET,79,75,775,658
1955,KC1,63,91,638,911
1955,MLN,85,69,743,668
1955,NY1,80,74,702,673
1955,NYA,96,58,762,569
1955,PHI,77,77,675,666
1955,PIT,60,94,560,767
1955,SLN,68,86,654,757
1955,WS1,53,101,598,789
1956,BAL,69,85,571,705
1956,BOS,84,70,780,751
1956,BRO,93,61,720,601
1956,CHA,85,69,776,634
1956,CHN,60,94,597,708
1956,CIN,91,63,775,658
1956,CLE,88,66,712,581
1956,DET,82,72,789,699
1956,KC1,52,102,619,831
1956,MLN,92,62,709,569
1956,NY1,67,87,540,650
1956,NYA,97,57,857,631
1956,PHI,71,83,668,738
1956,PIT,66,88,588,653
1956,SLN,76,78,678,698
1956,WS1,59,95,652,924
1957,BAL,76,76,597,588
1957,BOS,82,72,721,668
1957,BRO,84,70,690,591
1957,CHA,90,64,707,566
1957,CHN,62,92,628,722
1957,CIN,80,74,747,781
1957,CLE,76,77,682,722
1957,DET,78,76,614,614
1957,KC1,59,94,563,710
1957,MLN,95,59,772,613
1957,NY1,69,85,643,701
1957,NYA,98,56,723,534
1957,PHI,77,77,623,656
1957,PIT,62,92,586,696
1957,SLN,87,67,737,666
1957,WS1,55,99,603,808
1958,BAL,74,79,521,575
1958,BOS,79,75,697,691
1958,CHA,82,72,634,615
1958,CHN,72,82,709,725
1958,CIN,76,78,695,621
1958,CLE,77,76,694,635
1958,DET,77,77,659,606
1958,KC1,73,81,642,713
1958,LAN,71,83,668,761
1958,MLN,92,62,675,541
1958,NYA,92,62,759,577
1958,PHI,69,85,664,762
1958,PIT,84,70,662,607
1958,SFN,80,74,727,698
1958,SLN,72,82,619,704
1958,WS1,61,93,553,747
1959,BAL,74,80,551,621
1959,BOS,75,79,726,696
1959,CHA,94,60,669,588
1959,CHN,74,80,673,688
1959,CIN,74,80,764,738
1959,CLE,89,65,745,646
1959,DET,76,78,713,732
1959,KC1,66,88,681,760
1959,LAN,88,68,705,670
1959,MLN,86,70,724,623
1959,NYA,79,75,687,647
1959,PHI,64,90,599,725
1959,PIT,78,76,651,680
1959,SFN,83,71,705,613
1959,SLN,71,83,641,725
1959,WS1,63,91,619,701
1960,BAL,89,65,682,606
1960,BOS,65,89,658,775
1960,CHA,87,67,741,617
1960,CHN,60,94,634,776
1960,CIN,67,87,640,692
1960,CLE,76,78,667,693
1960,DET,71,83,633,644
1960,KC1,58,96,615,756
1960,LAN,82,72,662,593
1960,MLN,88,66,724,658
1960,NYA,97,57,746,627
1960,PHI,59,95,546,691
1960,PIT,95,59,734,593
1960,SFN,79,75,671,631
1960,SLN,86,68,639,616
1960,WS1,73,81,672,696
1961,BAL,95,67,691,588
1961,BOS,76,86,729,792
1961,CHA,86,76,765,726
1961,CHN,64,90,689,800
1961,CIN,93,61,710,653
1961,CLE,78,83,737,752
1961,DET,101,61,841,671
1961,KC1,61,100,683,863
1961,LAA,70,91,744,784
1961,LAN,89,65,735,697
1961,MIN,70,90,707,778
1961,MLN,83,71,712,656
1961,NYA,109,53,827,612
1961,PHI,47,107,584,796
1961,PIT,75,79,694,675
1961,SFN,85,69,773,655
1961,SLN,80,74,703,668
1961,WS2,61,100,618,776
1962,BAL,77,85,652,680
1962,BOS,76,84,707,756
1962,CHA,85,77,707,658
1962,CHN,59,103,632,827
1962,CIN,98,64,802,685
1962,CLE,80,82,682,745
1962,DET,85,76,758,692
1962,HOU,64,96,592,717
1962,KC1,72,90,745,837
1962,LAA,86,76,718,706
1962,LAN,102,63,842,697
1962,MIN,91,71,798,713
1962,MLN,86,76,730,665
1962,NYA,96,66,817,680
1962,NYN,40,120,617,948
1962,PHI,81,80,705,759
1962,PIT,93,68,706,626
1962,SFN,103,62,878,690
1962,SLN,84,78,774,664
1962,WS2,60,101,599,716
1963,BAL,86,76,644,621
1963,BOS,76,85,666,704
1963,CHA,94,68,683,544
1963,CHN,82,80,570,578
1963,CIN,86,76,648,594
1963,CLE,79,83,635,702
1963,DET,79,83,700,703
1963,HOU,66,96,464,640
1963,KC1,73,89,615,704
1963,LAA,70,91,597,660
1963,LAN,99,63,640,550
1963,MIN,91,70,767,602
1963,MLN,84,78,677,603
1963,NYA,104,57,714,547
1963,NYN,51,111,501,774
1963,PHI,87,75,642,578
1963,PIT,74,88,567,595
1963,SFN,88,74,725,641
1963,SLN,93,69,747,628
1963,WS2,56,106,578,812
1964,BAL,97,65,679,567
1964,BOS,72,90,688,793
1964,CHA,98,64,642,501
1964,CHN,76,86,649,724
1964,CIN,92,70,660,566
1964,CLE,79,83,689,693
1964,DET,85,77,699,678
1964,HOU,66,96,495,628
1964,KC1,57,105,621,836
1964,LAA,82,80,544,551
1964,LAN,80,82,614,572
1964,MIN,79,83,737,678
1964,MLN,88,74,803,744
1964,NYA,99,63,730,577
1964,NYN,53,109,569,776
1964,PHI,92,70,693,632
1964,PIT,80,82,663,636
1964,SFN,90,72,656,587
1964,SLN,93,69,715,652
1964,WS2,62,100,578,733
1965,BAL,94,68,641,578
1965,BOS,62,100,669,791
1965,CAL,75,87,527,569
1965,CHA,95,67,647,555
1965,CHN,72,90,635,723
1965,CIN,89,73,825,704
1965,CLE,87,75,663,613
1965,DET,89,73,680,602
1965,HOU,65,97,569,711
1965,KC1,59,103,585,755
1965,LAN,97,65,608,521
1965,MIN,102,60,774,600
1965,MLN,86,76,708,633
1965,NYA,77,85,611,604
1965,NYN,50,112,495,752
1965,PHI,85,76,654,667
1965,PIT,90,72,675,580
1965,SFN,95,67,682,593
1965,SLN,80,81,707,674
1965,WS2,70,92,591,721
1966,ATL,85,77,782,683
1966,BAL,97,63,755,601
1966,BOS,72,90,655,731
1966,CAL,80,82,604,643
1966,CHA,83,79,574,517
1966,CHN,59,103,644,809
1966,CIN,76,84,692,702
1966,CLE,81,81,574,586
1966,DET,88,74,719,698
1966,HOU,72,90,612,695
1966,KC1,74,86,564,648
1966,LAN,95,67,606,490
1966,MIN,89,73,663,581
1966,NYA,70,89,611,612
1966,NYN,66,95,587,761
1966,PHI,87,75,696,640
1966,PIT,92,70,759,641
1966,SFN,93,68,675,626
1966,SLN,83,79,571,577
1966,WS2,71,88,557,659
1967,ATL,77,85,631,640
1967,BAL,76,85,654,592
1967,BOS,92,70,722,614
1967,CAL,84,77,567,587
1967,CHA,89,73,531,491
1967,CHN,87,74,702,624
1967,CIN,87,75,604,563
1967,CLE,75,87,559,613
1967,DET,91,71,683,587
1967,HOU,69,93,626,742
1967,KC1,62,99,533,660
1967,LAN,73,89,519,595
1967,MIN,91,71,671,590
1967,NYA,72,90,522,621
1967,NYN,61,101,498,672
1967,PHI,82,80,612,581
1967,PIT,81,81,679,693
1967,SFN,91,71,652,551
1967,SLN,101,60,695,557
1967,WS2,76,85,550,637
1968,ATL,81,81,514,549
1968,BAL,91,71,579,497
1968,BOS,86,76,614,611
1968,CAL,67,95,498,615
1968,CHA,67,95,463,527
1968,CHN,84,78,612,611
1968,CIN,83,79,690,673
1968,CLE,86,75,516,504
1968,DET,103,59,671,492
1968,HOU,72,90,510,588
1968,LAN,76,86,470,509
1968,MIN,79,83,562,546
1968,NYA,83,79,536,531
1968,NYN,73,89,473,499
1968,OAK,82,80,569,544
1968,PHI,76,86,543,615
1968,PIT,80,82,583,532
1968,SFN,88,74,599,529
1968,SLN,97,65,583,472
1968,WS2,65,96,524,665
1969,ATL,93,69,691,631
1969,BAL,109,53,779,517
1969,BOS,87,75,743,736
1969,CAL,71,91,528,652
1969,CHA,68,94,625,723
1969,CHN,92,70,720,611
1969,CIN,89,73,798,768
1969,CLE,62,99,573,717
1969,DET,90,72,701,601
1969,HOU,81,81,676,668
1969,KCA,69,93,586,688
1969,LAN,85,77,645,561
1969,MIN,97,65,790,618
1969,MON,52,110,582,791
1969,NYA,80,81,562,587
1969,NYN,100,62,632,541
1969,OAK,88,74,740,678
1969,PHI,63,99,645,745
1969,PIT,88,74,725,652
1969,SDN,52,110,468,746
1969,SE1,64,98,639,799
1969,SFN,90,72,713,636
1969,SLN,87,75,595,540
1969,WS2,86,76,694,644
1970,ATL,76,86,736,772
1970,BAL,108,54,792,574
1970,BOS,87,75,786,722
1970,CAL,86,76,631,630
1970,CHA,56,106,633,822
1970,CHN,84,78,806,679
1970,CIN,102,60,775,681
1970,CLE,76,86,649,675
1970,DET,79,83,666,731
1970,HOU,79,83,744,763
1970,KCA,65,97,611,705
1970,LAN,87,74,749,684
1970,MIL,65,97,613,751
1970,MIN,98,64,744,605
1970,MON,73,89,687,807
1970,NYA,93,69,680,612
1970,NYN,83,79,695,630
1970,OAK,89,73,678,593
1970,PHI,73,88,594,730
1970,PIT,89,73,729,664
1970,SDN,63,99,681,788
1970,SFN,86,76,831,826
1970,SLN,76,86,744,747
1970,WS2,70,92,626,689
1971,ATL,82,80,643,699
1971,BAL,101,57,742,530
1971,BOS,85,77,691,667
1971,CAL,76,86,511,576
1971,CHA,79,83,617,597
1971,CHN,83,79,637,648
1971,CIN,79,83,586,581
1971,CLE,60,102,543,747
1971,DET,91,71,701,645
1971,HOU,79,83,585,567
1971,KCA,85,76,603,566
1971,LAN,89,73,663,587
1971,MIL,69,92,534,609
1971,MIN,74,86,654,670
1971,MON,71,90,622,729
1971,NYA,81,81,648,641
1971,NYN,83,79,588,550
1971,OAK,101,60,691,564
1971,PHI,67,95,558,688
1971,PIT,97,65,788,599
1971,SDN,61,100,486,610
1971,SFN,90,72,706,644
1971,SLN,90,72,739,699
1971,WS2,64,95,537,660
1972,ATL,70,84,628,730
1972,BAL,80,74,519,430
1972,BOS,85,70,640,620
1972,CAL,75,80,454,533
1972,CHA,87,67,566,538
1972,CHN,85,70,685,567
1972,CIN,95,59,707,557
1972,CLE,72,84,472,519
1972,DET,86,70,558,514
1972,HOU,84,69,708,636
1972,KCA,76,78,580,545
1972,LAN,85,70,584,527
1972,MIL,65,91,493,595
1972,MIN,77,77,537,535
1972,MON,70,86,513,609
1972,NYA,79,76,557,527
1972,NYN,83,73,528,578
1972,OAK,93,62,604,457
1972,PHI,59,97,503,635
1972,PIT,96,59,691,512
1972,SDN,58,95,488,665
1972,SFN,69,86,662,649
1972,SLN,75,81,568,600
1972,TEX,54,100,461,628
1973,ATL,76,85,799,774
1973,BAL,97,65,754,561
1973,BOS,89,73,738,647
1973,CAL,79,83,629,657
1973,CHA,77,85,652,705
1973,CHN,77,84,614,655
1973,CIN,99,63,741,621
1973,CLE,71,91,680,826
1973,DET,85,77,642,674
1973,HOU,82,80,681,672
1973,KCA,88,74,755,752
1973,LAN,95,66,675,565
1973,MIL,74,88,708,731
1973,MIN,81,81,738,692
1973,MON,79,83,668,702
1973,NYA,80,82,641,610
1973,NYN,82,79,608,588
1973,OAK,94,68,758,615
1973,PHI,71,91,642,717
1973,PIT,80,82,704,693
1973,SDN,60,102,548,770
1973,SFN,88,74,739,702
1973,SLN,81,81,643,603
1973,TEX,57,105,619,844
1974,ATL,88,74,661,563
1974,BAL,91,71,659,612
1974,BOS,84,78,696,661
1974,CAL,68,94,618,657
1974,CHA,80,80,684,721
1974,CHN,66,96,669,826
1974,CIN,98,64,776,631
1974,CLE,77,84,662,694
1974,DET,72,90,620,768
1974,HOU,81,81,653,632
1974,KCA,77,85,667,662
1974,LAN,102,60,798,561
1974,MIL,76,86,647,660
1974,MIN,82,80,673,669
1974,MON,79,82,662,657
1974,NYA,89,73,671,623
1974,NYN,71,91,572,646
1974,OAK,90,72,689,551
1974,PHI,80,82,676,701
1974,PIT,88,74,751,657
1974,SDN,60,102,541,830
1974,SFN,72,90,634,723
1974,SLN,86,75,677,643
1974,TEX,83,76,690,698
1975,ATL,67,94,583,739
1975,BAL,90,69,682,553
1975,BOS,95,65,796,709
1975,CAL,72,89,628,723
1975,CHA,75,86,655,703
1975,CHN,75,87,712,827
1975,CIN,108,54,840,586
1975,CLE,79,80,688,703
1975,DET,57,102,570,786
1975,HOU,64,97,664,711
1975,KCA,91,71,710,649
1975,LAN,88,74,648,534
1975,MIL,68,94,675,792
1975,MIN,76,83,724,736
1975,MON,75,87,601,690
1975,NYA,83,77,681,588
1975,NYN,82,80,646,625
1975,OAK,98,64,758,606
1975,PHI,86,76,735,694
1975,PIT,92,69,712,565
1975,SDN,71,91,552,683
1975,SFN,80,81,659,671
1975,SLN,82,80,662,689
1975,TEX,79,83,714,733
1976,ATL,70,92,620,700
1976,BAL,88,74,619,598
1976,BOS,83,79,716,660
1976,CAL,76,86,550,631
1976,CHA,64,97,586,745
1976,CHN,75,87,611,728
1976,CIN,102,60,857,633
1976,CLE,81,78,615,615
1976,DET,74,87,609,709
1976,HOU,80,82,625,657
1976,KCA,90,72,713,611
1976,LAN,92,70,608,543
1976,MIL,66,95,570,655
1976,MIN,85,77,743,704
1976,MON,55,107,531,734
1976,NYA,97,62,730,575
1976,NYN,86,76,615,538
1976,OAK,87,74,686,598
1976,PHI,101,61,770,557
1976,PIT,92,70,708,630
1976,SDN,73,89,570,662
1976,SFN,74,88,595,686
1976,SLN,72,90,629,671
1976,TEX,76,86,616,652
1977,ATL,61,101,678,895
1977,BAL,97,64,719,653
1977,BOS,97,64,859,712
1977,CAL,74,88,675,695
1977,CHA,90,72,844,771
1977,CHN,81,81,692,739
1977,CIN,88,74,802,725
1977,CLE,71,90,676,739
1977,DET,74,88,714,751
1977,HOU,81,81,680,650
1977,KCA,102,60,822,651
1977,LAN,98,64,769,582
1977,MIL,67,95,639,765
1977,MIN,84,77,867,776
1977,MON,75,87,665,736
1977,NYA,100,62,831,651
1977,NYN,64,98,587,663
1977,OAK,63,98,605,749
1977,PHI,101,61,847,668
1977,PIT,96,66,734,665
1977,SDN,69,93,692,834
1977,SEA,64,98,624,855
1977,SFN,75,87,673,711
1977,SLN,83,79,737,688
1977,TEX,94,68,767,657
1977,TOR,54,107,605,822
1978,ATL,69,93,600,750
1978,BAL,90,71,659,633
1978,BOS,99,64,796,657
1978,CAL,87,75,691,666
1978,CHA,71,90,634,731
1978,CHN,79,83,664,724
1978,CIN,92,69,710,688
1978,CLE,69,90,639,694
1978,DET,86,76,714,653
1978,HOU,74,88,605,634
1978,KCA,92,70,743,634
1978,LAN,95,67,727,573
1978,MIL,93,69,804,650
1978,MIN,73,89,666,678
1978,MON,76,86,633,611
1978,NYA,100,63,735,582
1978,NYN,66,96,607,690
1978,OAK,69,93,532,690
1978,PHI,90,72,708,586
1978,PIT,88,73,684,637
1978,SDN,84,78,591,598
1978,SEA,56,104,614,834
1978,SFN,89,73,613,594
1978,SLN,69,93,600,657
1978,TEX,87,75,692,632
1978,TOR,59,102,590,775
1979,ATL,66,94,669,763
1979,BAL,102,57,757,582
1979,BOS,91,69,841,711
1979,CAL,88,74,866,768
1979,CHA,73,86,730,748
1979,CHN,80,82,706,707
1979,CIN,90,71,731,644
1979,CLE,81,80,760,805
1979,DET,84,76,770,738
1979,HOU,89,73,583,582
1979,KCA,85,77,851,816
1979,LAN,79,83,739,717
1979,MIL,95,66,807,722
1979,MIN,82,80,764,725
1979,MON,95,65,701,581
1979,NYA,89,71,734,672
1979,NYN,63,99,593,706
1979,OAK,54,108,573,860
1979,PHI,84,78,683,718
1979,PIT,98,64,775,643
1979,SDN,68,93,603,681
1979,SEA,67,95,711,820
1979,SFN,71,91,672,751
1979,SLN,86,76,731,693
1979,TEX,83,79,750,698
1979,TOR,53,109,613,862
1980,ATL,81,80,630,660
1980,BAL,100,62,805,640
1980,BOS,83,77,757,767
1980,CAL,65,95,698,797
1980,CHA,70,90,587,722
1980,CHN,64,98,614,728
1980,CIN,89,73,707,670
1980,CLE,79,81,738,807
1980,DET,84,78,830,757
1980,HOU,93,70,637,589
1980,KCA,97,65,809,694
1980,LAN,92,71,663,591
1980,MIL,86,76,811,682
1980,MIN,77,84,670,724
1980,MON,90,72,694,629
1980,NYA,103,59,820,662
1980,NYN,67,95,611,702
1980,OAK,83,79,686,642
1980,PHI,91,71,728,639
1980,PIT,83,79,666,646
1980,SDN,73,89,591,654
1980,SEA,59,103,610,793
1980,SFN,75,86,573,634
1980,SLN,74,88,738,710
1980,TEX,76,85,756,752
1980,TOR,67,95,624,762
1981,ATL,50,56,395,416
1981,BAL,59,46,429,437
1981,BOS,59,49,519,481
1981,CAL,51,59,476,453
1981,CHA,54,52,476,423
1981,CHN,38,65,370,483
1981,CIN,66,42,464,440
1981,CLE,52,51,431,442
1981,DET,60,49,427,404
1981,HOU,61,49,394,331
1981,KCA,50,53,397,405
1981,LAN,63,47,450,356
1981,MIL,62,47,493,459
1981,MIN,41,68,378,486
1981,MON,60,48,443,394
1981,NYA,59,48,421,343
1981,NYN,41,62,348,432
1981,OAK,64,45,458,403
1981,PHI,59,48,491,472
1981,PIT,46,56,407,425
1981,SDN,41,69,382,455
1981,SEA,44,65,426,521
1981,SFN,56,55,427,414
1981,SLN,59,43,464,417
1981,TEX,57,48,452,389
1981,TOR,37,69,329,466
1982,ATL,89,73,739,702
1982,BAL,94,68,774,687
1982,BOS,89,73,753,713
1982,CAL,93,69,814,670
1982,CHA,87,75,786,710
1982,CHN,73,89,676,709
1982,CIN,61,101,545,661
1982,CLE,78,84,683,748
1982,DET,83,79,729,685
1982,HOU,77,85,569,620
1982,KCA,90,72,784,717
1982,LAN,88,74,691,612
1982,MIL,95,67,891,717
1982,MIN,60,102,657,819
1982,MON,86,76,697,616
1982,NYA,79,83,709,716
1982,NYN,65,97,609,723
1982,OAK,68,94,691,819
1982,PHI,89,73,664,654
1982,PIT,84,78,724,696
1982,SDN,81,81,675,658
1982,SEA,76,86,651,712
1982,SFN,87,75,673,687
1982,SLN,92,70,685,609
1982,TEX,64,98,590,749
1982,TOR,78,84,651,701
1983,ATL,88,74,746,640
